Username,Text,Label
Wirawan_doyle,"b'@Telkomsel jaringan Telkomsel sedang mengalami stroke, semua error, bravo telkomsel lanjutkan penyakit mu sampai tahun depan, memakai operator angka lebih lancar, bulan depan off kuota gk akan beli lg pake unlimited nya, makasi gws yaa dr stroke nya'",
andhinputri__,b'beberapa hari ini sinyal telkomsel burul skli yaa \xf0\x9f\x99\x84',
cccuuuuuueee,b'Sinyal @Telkomsel  kalo udah di dalem kosan kenapa sering ilang \xf0\x9f\xa5\xb2',
KediriFess,b'Sinyal telkomsel gangguan gak cah?',
lintangtanks,b'@Telkomsel \n Jaringan 4 G TELKOMSEL di tempat saya buruk kenapa ya padahal gak kampung2 banget alamat sya yang jaringan telkomsel nya buruk kmoung susukan Desa Susukan Kec. Bojonggede Kab. Bogor. \n Terimakasih dan sya KECEWA.!!!',
purple__sky19,"b'NAPA SIH SINYAL TELKOMSEL TUHHHHHH, KENAPA SIHHH ADA MASALAH APA AMA KITAAAAA'",
callmenadnad,"b'Sinyal Telkomsel jelek, internet oxygen mati. Malang sekali nasibmu Nadya \xf0\x9f\xa5\xb9\xf0\x9f\xa5\xb9\xf0\x9f\xa5\xb9\xf0\x9f\xa5\xb9\xf0\x9f\xa5\xb9\xf0\x9f\xa5\xb9\xf0\x9f\xa5\xb9\n Pilates aja tadi putus2 karena Telkomsel jelek tiba2 sinyalnya disini\xf0\x9f\xa5\xb9\xf0\x9f\xa5\xb9\xf0\x9f\xa5\xb9 aku banyak dosa atau gimana sama kaliaaan'",
Zaiisfal,b'Kandasnya hubungan LDR\n - Jaringan Telkomsel\n - Org Ketiga\n - Kebohongan',
Miss_13cm_Fairy,b'Jaringan telkomsel rusakkah?',
ppitlia,"b'@Telkomsel min, kenapa akhir2 ini jaringan telkomsel lemot banget ya?'",
monicaafebrinaa,"b'Wifi bermasalah, sinyal telkomsel pun meresahkan, lengkap sudah penderitaan\xf0\x9f\x99\x82'",
neenolee,b'jaringan telkomsel bener bener ye',
mediocrian,b'@yiikkkkk____ @collegemenfess Di kampusku malah gaada sinyal telkomsel wkwkwk',
elvanyamino,b'@jiyongonim Sinyal telkomsel malam ini sedang bersahabat \xf0\x9f\x98\x81',
dpyDHR,b'Sinyal telkomsel hari ini membuat w bolak balik untuk konsul. Terimakasih aku begerak sekali hari ini \xf0\x9f\x98\x8a',
idris_072,"b'@Dennysiregar7 @Telkomsel Pantesan akhir akhir ini sinyal Telkomsel lemot banget, rupanya'",
meichisa,b'Sinyal Telkomsel di area Mutihan ilang ilangan.. kaya doi..',
3vand_Dpasha,"b'Sial banget sinyal @Telkomsel dimana mana lebih baik pake 3G daripada 4G dan 5G bisa bisa dikantor error mulu,diaprmtn apalagi,dilift pasang lagu putusss2 kalo Xl @myXL dilift sekali pun tetap okay'",
kutipsatu,"b'@Telkomsel Sudah saya DM, min. Sinyal internet hilangnya bukan hanya di satu device, yang lain juga. Mulai dari sinyal @Telkomsel sampe @myorbitid'",
cindy_chanz,b'@sundastruggles Benget sia siga jaringan Telkomsel',
fahroeddin,b'@Telkomsel min ini kno jaringan telkomsel sering ga stabil banget Internet nya? daerah sedati juanda',
d3d_cool,b'@thediyoon @Telkomsel Memang ampas sinyal telkomsel!',
syarah_ze,b'Ini kenapa yak sinyal telkomsel di rumah gua babi banget \xf0\x9f\x98\xa4\xf0\x9f\x98\xa4',
bibobbear,b'La tiba2 sinyal telkomsel gue 5G trs berubah lagi jadi 4G ....',
WhiteLilies13,b'Btw jaringan Telkomsel disini bagus banget \xf0\x9f\xa4\x94',
CindaRiska,b'Jaringan telkomsel \xf0\x9f\x98\xb4\xf0\x9f\x98\xb4\xf0\x9f\x98\xb4',
bennywiweka,"b'Kenapa sinyal @Telkomsel cuma 3G dari semalem yah? (Wilayah, Pondok Gede) https://t.co/DzmejRvxao'",
ICEJA3M,b'sinyal telkomsel jleg bngt',
bluwbewyy,b'@trappinhell @sbyfess mungkin mase tau tempat wifi gratis yg udah buka jam 7 pagi? aku ada presentasi tapi sinyal telkomsel sekarang jelek banget\xf0\x9f\x98\xad\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbb',
coffeelatte30,b'Jaringan telkomsel ngejak gelut',
inirudiwibowo,"b'@Telkomsel kenapa ya jaringan telkomsel belakangan kurang bagus, apakah krn msh ada mslh terkait kabel bawah lautnya atau memang skg kualitas jaringan yg bisa diberikan seperti ini.'",
pakemaskermu,b'Sinyal @Telkomsel \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad https://t.co/J06o3POZcd',
Kurniabcdef,b'Sinyal @Telkomsel kenapa lagi sih? \n Mau topup uc sampe susah',
Zulham_c6,b'@mochinmoon Gue udah sepekan jaringan Telkomsel ku jelek',
setiawandewa87,b'@Telkomsel Saya tunggu kehadiran teknisi anda biar saya tunjukkan bagaimana sinyal Telkomsel daerah kami.... Jgn hanya minta data\xc2\xb2 buat laporan tapi ga di kerjakan ...',
idikms,b'Sinyal @Telkomsel dan/atau @byu_id kok masih bapuk ya sampe skrg. Belum beres diperbaiki apa gimana si \xf0\x9f\x98\x91',
quetzallcl,b'@Telkomsel Jadi mohon untuk di perbaiki jaringan telkomsel disini',
Muizzone,b'Jaringan Telkomsel sampah bener dah',
instrumendosa,"b'@andalasfess setauku, by.u pakai jaringan telkomsel. dan jaringan telkomsel nembus 5.6 Mbps. jadi, termasuk kencang'",
dy_hadisaputra,b'@Telkomsel sumpah skrg jaringan telkomsel parah bgt buat vidcall..',
manusiaaaikan,b'sinyal telkomsel sekarang kenapasi kok jadi rada susah:(',
moonlitebae_,b'Jujur gabisa bedain jaringan @Telkomsel dan @IndiHome pas lg gangguan ato ngga soalnya keknya selalu butut \xf0\x9f\xa4\xa1',
resaaahh,b'Ini sinyal telkomsel emang lagi lemot atau sinyal hp gw doang',
MBN1998,b'Anjirr tumben ini sinyal @Telkomsel dari jam 1 buffring mulu klo lagi buka video',
_chanyeal,b'Sinyal telkomsel lamalama kaga jelas mahal doang',
PickyYanuar,"b'Dear @PermataCare,\n Kenapa ya sy tidak bisa login. Sebelumnya normal. Sy menggunakan jaringan my republic. Tetapi ketika menggunakan jaringan telkomsel dapat masuk.\n Mohon dibantu. https://t.co/Sz3WVuwZn6'",
undipmenfess,b'-dips! Sinyal telkomsel bagus ga di trmbalang?',
AzharNursasono,"b'@Kuuukyyy kire jaringan telkomsel yang jelek, rupe agik down'",
trii_andriyan,b'Sampai sekarang jaringan @Telkomsel di tempat saya belum juga kembali seperti semula udah hampir 20 hari padahal',
riojoww,b'@Telkomsel Ini 3 hri jaringan telkomsel begini amat kapan kelar nih',
MusniSatriadari,b'Gangguan kah jaringan telkomsel ini?? Wilayah Balikpapan',
andri_sapaat,"b'@Telkomsel @Jektelahditelan Ini sinyal telkomsel wilayah kec wado, Sumedang kabar dari kemarin napa ngangguan terus ampe gak ada sinyal di band 40 2300'",
chanyeolhit,b'Kenapa tiba2 jaringan telkomsel silang??? @Telkomsel',
TulisanWandha,b'@Telkomsel min kok jaringan telkomsel di tempat saya lemot ya settingan jaringan udh saya rubah dr otomatis manual otomatis on off jaringan udah juga on off hp udh juga tetap aja lemot adakah solusi lain?',
ginatahirr,b'W kira sinyal telkomsel caem taunya  buluk juga',
cektekape,b'Inilah penyebab jaringan telkomsel lumpuh total\n https://t.co/EBhVGunlLx',
___felicity,b'Bertahan ldr dgn vcall sampe.. gangguan sinyal telkomsel. Ih mo marah \xf0\x9f\x98\xa1',
awliawafidah,b'Kenapa jaringan TELKOMSEL jadi TIADA LAYANAN!!!!',
eko_suhartanto,"b'Sinyal @Telkomsel sangat kurang memuaskan diarea sini, makanya banyak pelanggan lain menggunakan operator lain terutama operator Ind**** . Bagaimana @Telkomsel bisa lebih berkompetisi dengan hal khususnya sinyal...?\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f\xf0\x9f\x98\x8a\xe2\x9d\xa4\xf0\x9f\x87\xae\xf0\x9f\x87\xa9'",
Lynnchiee,b'Jaringan Telkomsel di Palangkaraya ko jelek sih kadang ilang muncul ilang aneh',
royhanzir,b'@Telkomsel Maaf ko jaringan telkomsel di daerah mampang(depok) setiap malem ilang terus ya kenapa ya',
zazahanaza,b'@Telkomsel @TelkomCare @TelkomselHalo kenapa sih kalo mati listrik sinyal telkomsel jadi hilang total? Sangat menghambat pekerjaan penting. Pernah isi pulsa 30rb juga gak nyampe. Kecewa.',
Dedman011,b'@Telkomsel sejak gempa semalam sinya nya hilang sampe sekarang...  Orang-orang pada pake telkomsel gak bisa hubungin keluarganya..(orang dibikin panik) di sulawesi barat.  Jangankan keadaan bencana kek gini...  Mati lampu aja sinyal telkomsel hilang...',
happyviryeol,b'Sinyal telkomsel akhir2 ini nyebelin bgt',
CeciliaSuwanda1,"b'@AnakLolina2 Sering nih akhir2 ini jaringan @Telkomsel ngilang untuk semua sosmed, terutama Twitter, FB &amp; Youtube area Tebet dan Cibubur\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad'",
Mithandini_,b'Ini sinyal telkomsel emang lemot apa cuma punya gw doang yg drtd siang buka apa aja lama bnr',
HabaRudy,b'Jaringan @Telkomsel kenapa lelet begini ya ?',
sinable7,b'Aku males ya kalo keadaan lagi genting trus sinyal telkomsel hilang \xf0\x9f\xa4\xac',
arai_ibnusalman,"b'Mau tanya, apakah jaringan @Telkomsel lagi down? Sudah hampir seminggu, whatsapp telat terkirim, main game lemot bahkan sampe ga bisa buka. Youtube juga tersendat.'",
jokoindi,b'@itaulia Podo sambat sinyal telkomsel yo',
ppaperboyy,b'Jaringan telkomsel kenapa siiih udah 2 jam nih yak',
uriiaegi,b'sinyal telkomsel jelek banget heran -_-',
LavernaDrose,b'Rada emosi dengan jaringan Telkomsel ni. Masa bisa H+ \xf0\x9f\x99\x83\xf0\x9f\x99\x83 biasanya lancar aja 4G',
Ayyaaa8,b'Ini jaringan @Telkomsel kenapaa lemot bgt sihh',
Bakwan_,"b'@pakWali_ @xopch Aktippp lagi da..\n Udah mirip sinyal @Telkomsel aja akun nya da, hilang-hilang timbul \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3'",
gareng093319212,b'Jaringan Telkomsel gak niat',
natasyouth,b'jaringan telkomsel ini bikin diri memang',
binacinil,b'Bangke lah mati lampu sinyal Telkomsel ikut ngambek',
D_3_D_Y,b'@Telkomsel min kenapa jaringan telkomsel down di gresik jatim daerah kota',
joonsall,b'jaringan telkomsel kenapa sih\xf0\x9f\x98\xa2',
RinaMar15299503,b'@RacunBelanja jaringan telkomsel buruk banget ih akhir2 ini. bikin ga bisa dapetin barang2 dr info mincun. sebel deh',
UlfaGranger,"b'Jaringan oh jaringan........ @Telkomsel, complain saya belom ditindaklanjutin lhoooo..... \n \n Mw kerja nihhhh.....'",
2223______,"b'gataulah ntah hapeku ntah tempatku, setiap dikasih kuota kemendikbud sinyal telkomsel jelek banget gini.'",
p3rf8chmcl,b'Sinyal telkomsel kalian lemot juga gak si?',
aironmen03,b'Jaringan Telkomsel \xf0\x9f\x92\xa9 sekali',
ardhka_,"b'tolong ini jaringan telkomsel yg down, apa emg hp gua yg udh minta pensiun. sinyal ny ilang mulu ni ngtau gua knp fk'",
citcucit,b'Sinyal telkomsel kebawa hujan apa gimana\xf0\x9f\x99\x84',
PandekaHarimau,"b'@monot0ne Indosat udah gabung sam tri, saya pakai tri dari dulu. Di kampung saya sinyal tri sama telkomsel sama aja, sepanjang lintas sumatera juga begitu, kadang tri ada, kadang telkomsel ada, jadi dibilang sinyal telkomsel paling bagus itu bohong. Sama aja.'",
Esmikkk,"b'sinyal @Telkomsel jelek bangeet, 30 menit video call sama mama isinya cuma\n \xe2\x80\x9cHah?\xe2\x80\x9d\n \xe2\x80\x9cApa?\xe2\x80\x9d\n \xe2\x80\x9cGa denger\xe2\x80\x9d\n \xe2\x80\x9cAh ntah apa pun yg kita bilangi\xe2\x80\x9d'",
blckgrfield,b'samsek gaada sinyal telkomsel di rmh gue jir',
ye0ppo,"b'@FessPonti bagus bre, die jaringan Telkomsel trs utk kuota e die worth it sih nda gak mahal nd gak murah trs die suke ade ngasi bonus kuota gt ngerayain 1th kite make by.u'",
neo_culprid,b'Ini jaringan Telkomsel daerah DIY kok lemot banget weh.. situ kenapa? @Telkomsel @TelkomCare',
BangTomy2012,"b""@Telkomsel Bagaimana bisa klo sinyal Telkomsel lelet dan g' ada perbaikan,keluhan pelanggan juga g' prnh di tanggapi kami pelaku UKM online pengguna Telkomsel tambah susah tolong Bapak presiden @jokowi dan Bapak @erickthohir @menkominfoUKM ada perbaikan sinyal Telkomsel di wilayah kami \xf0\x9f\x99\x8f""",
0xpickawincityx,b'Jaringan telkomsel kok sekarang jelek bgt si',
XyzExistSummon,"b'@Telkomsel Sekarang ada sosmed tapi perjuma jaringan Telkomsel jaya taik, akses sosmed lemot. Tolol'",
dimasakbarz,"b'Sinyal @Telkomsel sangat buruk di kawasan sirkuit Mandalika\n @kominfo\n \n Sepertinya ""kita belum siap""'",
dnv22,"b'Duh sinyal @Telkomsel di Cadas, Kukun, Kab. Tangerang kok busuk bangetttt'",
Esmikkk,b'sinyal telkomsel semakin lama semakin butut\xf0\x9f\x99\x82',
akbar97_akbarr,b'Ada yg ngerasa sama gak sinyal Telkomsel gk bisa cek pulsa?? Gangguan kah???? @Telkomsel \xf0\x9f\x99\x84\xf0\x9f\x99\x84\xf0\x9f\x99\x84',
mechoori,b'2x lagi main kart ke logout saking bagusnya sinyal telkomsel akhir akhir ini\xf0\x9f\xa5\xb0',
tiasetyaw,b'@Telkomsel Gak ngaruh emang jelek sinyal @telkomsel daerah parung panjang . Parah banget lemotnya. Coba ganti pake jaringan provider lain kenceng loh min',
Arivia0221,b'tolong sinyal telkomsel knpaaaaaaaaaaaaaaa \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad',
bbyayyyaaffluu,b'Sinyal telkomsel ngapo sii \xf0\x9f\x98\xad',
chantrustme,b'@Telkomsel ini knpa sinyal telkomsel cuma tinggal 1 bar kalo lagi mati lampu?  Apa sedang ada kendala di area kota Padang?',
ccxqzx,"b'@18fesss Aku tinggal di kota, tapi rumahku juga cuma ada sinyal telkomsel. Iseng coba byu krn kata temenku dia anaknya telkom, ternyata ada sinyalnya dirumahku. Saran aku coba beli byu yang harganya 10rb aja dulu nder buat ngetes dirumah kamu ada ngga sinyalnya'",
FebyHerd,b'Tiap bulan dapet subsidi kuota tapi kgk ada sinyal telkomsel di rumah kan sama aja boong\xf0\x9f\x98\xa2 https://t.co/4FSVmJElSq',
koganenohikari,"b'@fnf____ @Ekirs @txtfrombrand tergantung sinyal telkomsel di tempat kakaknya, kalo misal sinyal telkomsel di tempat kakaknya full. dijamin lebih kenceng'",
windyadp,b'Sinyal Telkomsel sama wifi sama2 lagi ga bagus euy \xf0\x9f\xa5\xb2',
fajar_ramadany,b'@Telkomsel jaringan Telkomsel di sekitar malang raya gangguan kah? Percuma beli paket internet banyak tpi sering gangguan mengecewakan. Sinyal full tpi internet kayak biji peler',
sy4bigwins,b'Capek bgt sama sinyal telkomsel dari kmren lemot bgt \xf0\x9f\x98\xad',
KasanKurdi,b'ada apa dgn jaringan @Telkomsel malam ini ?',
joonbiie,b'pantesan jaringan telkomsel ga ada dari tadi',
HoneyChoco28,b'Sepertinya ini jaringan Telkomsel memang jele Semua ya?????',
NurasTiti,b'Sinyal telkomsel kok K*P*T ya....\xf0\x9f\x98\x91\xf0\x9f\x98\x91',
kevinque_,"b'Wifi naik turun, sinyal telkomsel kek asu \xf0\x9f\xa4\xaf'",
IsImpossible_,b'Emosi jiwa sinyal telkomsel kalo malem ilang2 terus hhhhhhh',
plutofloat,b'Sumpah ya napa si sinyal telkomsel lemot banget astaga',
DavidHenris,b'@pln_123 daerah tapos mati listrik mana hujan deras. Sinyal @Telkomsel juga hilang kalau mati listrik. Sampe kapan nih min..?',
Waleed_FaiZha,b'@TelkomIndonesia Terima kasih atas perhatiannya kpd kami. Dalam bbrapa hari ini jaringan Telkomsel masih berfungsi(tdk hilang) meskipun Padam Listrik. Mohon ditingkatkan lagi pelayanannya. Selaku pelanggan Setia saya sangat mengapresiasinya. Semoga tambah sukses.',
ananregar,b'Aduh jaringan telkomsel inii ya',
cels_big_bro,b'@waklingthrough Sinyal telkomsel di depok bfk bgt',
onkyvendi19,b'@Telkomsel Hari ini Jaringan telkomsel di tempat saya kembali mengalami kendala. Mulai dr jam 00.01 sampe sekarang. Bahkan utk jaringan internet 4G tp utk chat dan sosmed g bisa di akses semuanya.. Mohon pencerahannya..',
HarimauSo3matra,b'Mama ku bete katanya wkwk\n Gara gara sinyal telkomsel \xf0\x9f\xa4\xa3 https://t.co/eybkc89OPy',
aafdil_,b'Ada apa dengan sinyal Telkomsel ya? Kok tiba\xc2\xb2 E aja',
naanassy,b'sama kayak sinyal telkomsel yang lagi burik',
jalriansah,b'Jaringan telkomsel kok ilang bgst #telkomsel',
SonnyWiryawan,b'Sinyal @telkomsel parah betul',
OP67NO5,b'jaringan telkomsel jele bgt',
BukanPendengar,b'Bagus bener sinyal telkomsel\n Asw lah https://t.co/kc1z1vksA6',
Adellya_chan,b'Ini sinyal telkomsel yg lagi gak bagus apa twitter sekarang lemot si????? Gambarnya pada gak muncul \xf0\x9f\xa4\xa6\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f\xf0\x9f\xa4\xa6\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f\xf0\x9f\xa4\xa6\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f',
httpsrutoie,b'jaringan telkomsel kek anjg',
rajabnapolist,"b'Jaringan @Telkomsel mulai tadi malam sampe sekarang tidak ada sinyal,mohon infonya min'",
Xiao333333,b'@jibeomluvbot UDAH 2 BULAN JARINGAN TELKOMSEL JAWA TIMUR LEMOT BUAT MAIN GAME LELET MATI IDUP MATI IDUP MAUNYA GIMANA SIH TAIKKKKKKKKKKKKKKKKKKKKKK',
meypakeybukani,b'Sinyal telkomsel ngajak gelud \xf0\x9f\x98\xad',
blueflexxing,b'Jaringan Telkomsel LG knp sih',
chllalfrz,b'@Telkomsel min kenapa sinyal telkomsel saya H+ terus?',
bagusmxbal,"b'kualitas sinyal @Telkomsel di rumah, padahal ga di plosok tp kacau bet. 4gnya 1, ganti ke 3g cuma 2 bar https://t.co/mm4VozNQ64'",
knnaraa,b'Jaringan Telkomsel bikin istighfar',
riand,"b'Sinyal @Telkomsel di sini akhirnya koit juga, mungkin perangkat bts terdekat kelelep, pelajaran untuk pasar baru Telkomsel Orbit.'",
Chandra44418965,b'@Telkomsel Ini sinyal telkomsel kenapa ya? Lemot amat',
nazua_e,"b'Jaringan Telkomsel benar-benar parah kadang mati kadang hilang kenapa ya gangguankah, ada yang ngalamin juga? \n \n (Kapan bisa main nya mau Pust rank) https://t.co/WaYQCyqF5A'",
real__monic,b'Ku belum dapet tiket meissa woy \xf0\x9f\x98\xad sinyal telkomsel ner bener \xf0\x9f\x98\xad',
tutaymarkutay,b'Pengen jualan Mola TV tapi jaringan Telkomsel belum stabil \xf0\x9f\x98\xa2\n \n Takut loadingnya lama pas proses',
bageru,b'Sinyal telkomsel knp deh',
SSuperTito,"b'Konsekuensi nya padam listrik  ini buat saya minta tetring/ wifi ke teman atau keluarga di sekitar saya yg berlangganan internet menggunakan operator lain ...\n \n Ya iya, bagaimana mau lapor gunakan aplikasi PLN jika sinyal @Telkomsel hilang seiring listrik padam.\xf0\x9f\x98\x80'",
Rifki_al,b'@Telkomsel sinyal Telkomsel lagi bermasalah?',
xu8jiaa,"b'Wifi mati gara2 ada pohon tumbang, eh sinyal telkomsel sama indosat juga sekarat terus, susah kek \xf0\x9f\x92\xa9\xf0\x9f\x92\xa9\xf0\x9f\x98\xa1\xf0\x9f\x98\xa1'",
jelofyu,"b'Eh, emg sinyal Telkomsel lgi jelek bgt ya?'",
gorgeouspeachh,b'sinyal Telkomsel ngapa jadi ngedown gini pdhl sinyalnya baguss?!?!',
ghalihzhahfar,b'Hmmm kok sinyal telkomsel hari ini gak gacor seperti biasanya \xf0\x9f\xa4\x94',
feri_bramantya,"b'2 hari ini sinyal telkomsel edjih, trijih mulu\n sekalinya forjih uwer uwerrr'",
Yosherlock1,"b'@Telkomsel @hendrik_muhar kemarin malamnya guwe komplain jaringan @Telkomsel , hari ini ""entah kenapa"" jaringan guwe jadi jelek banget, lock 4G tapi feed IG kebanyakan ga loading imagenya, buka link web ga loading, WA muncul notif checking message terus... di komplain bukannya bagus malah dijelekin'",
mitsubishi_BBM,b'kumat lagi jaringan Telkomsel lelet\n @Telkomsel',
dewiimentari,b'Jaringan telkomsel cari ribut mulu. Di dm ga respon hadeh',
n0sstress,b'Apaaa jaringan Telkomsel sedang rusak atau emang di tempatku aja ??',
aquazid,b'@Telkomsel Jelajahi pelosok negri dengan genggaman melalui jaringan telkomsel \xe2\x9d\xa4\xef\xb8\x8f',
maldinioctavian,b'Emg sinyal telkomsel gada otakkk',
azizmahbub92,b'Beneran parah sinyal @Telkomsel di  kec. Tanjung kab. Brebes... Paketannya mahal malah sial. Dulu ga sperti ini ga tau knp skrng lemot mnta ampun',
RijalF19,b'Saya udah pake jaringan telkomsel lho ini @telkomsel masa keluarnya gini\xf0\x9f\xa5\xb1\xf0\x9f\xa5\xb1 https://t.co/KQTIzwZPpn',
aseroruu,"b'@Telkomsel oiya, hampir lupa kak. kenapa kalo waktu listrik padam, sinyal telkomsel jadi ilang ilangan ya kak? saya sampai disconnect dr game. semoga ga diban setaun :( https://t.co/rv8prc9Vh8'",
Red_Sky___,b'@byu_id Sinyalnya ga tahan cuma 1 titik katanya pake sinyal telkomsel https://t.co/HPYTSlctPW',
aldimanfransius,b'Jelek bgt sinyal @Telkomsel logo 4G kecepatan 3G buka IG aja lemot banget. Ini mah bikin imun turun.',
VKTH1_,b'sinyal telkomsel astagfirullah',
misspark_de,b'apakah ini sebabnya no jaringan? @Telkomsel',
haripurnomo_,"b'@Telkomsel @TelkomCare Tolong dibantu cek, kenapa jaringan Telkomsel &amp; Telkom (IndiHome) Hilang di Kecamatan Panggul Kab Trenggalek Jatim. Thx'",
asenkkamek1,"b'setiap pulang ke desa saya Gedongarum, Kec. Kanor Bojonegoro, yg suka bikin EMOSI itu ya jaringan @Telkomsel!!! mau zoom meet atau mau kirim laporan ke atasan pasti saya selalu kena marah, telat kirim file nya lah, lagi nge zoom bahas kerjaan sering hilang sinyal lah (cont)'",
cahyowib,b'Wis almarhum  mbingungi yg masih hidup. Dalam kubur pakai jaringan Telkomsel yo Pak @HMSoeharto1921 ? https://t.co/RiW0YYAEzM',
4frid4,b'sinyal telkomsel busuk banget \xf0\x9f\x98\xad',
Anggitas,b'@xxvxcvgn @krosmala_ @ratnanurma @_risty_ @elfarin @ojiphaliph Biar kita tetap selalu ada walau lg away ga sieee. Kaya sinyal Telkomsel yg selalu ada dimana pun kita berada uuuuu #TelkomselMandalika',
GepenkKirito,b'Ini ngelek ini ngelek \n Jaringan Telkomsel macam  \xcc\xb6\xcc\xb6T\xcc\xb6\xcc\xb6a\xcc\xb6i',
EdwardFauzan92,b'Sinyal @Telkomsel down kah?? Mahal doang kualitas bangkee',
galaxyhyu,"b'@leviorsaa @purusultra @tubirfess Wah terus buat yg ga kepake kayak gua mau diapain? Gue ga daftar sama sekali loh, tiba2 dapet? Gue pake wifi. Ya gua pake nontonlah anyink mumpung jaringan telkomsel cepet'",
achocolada,"b'Akhirnya setelah bertahun2 lamanya sinyal telkomsel masuk sampe dlm rumah dan lumayan kuat, pdhl komplen ud 1-2 thn yg lalu :D\n Biasanya kudu di dkt pager goyang2 hp bari dpt sinyal 1/2 dan naasnya ke2 kartu gw tsel wkwk https://t.co/j1H6UyxUkb'",
chacamawardi,b'sinyal telkomsel bapuk bgt tsaaaayy 11 12 sm smartfren tp lebih mending sf si\xf0\x9f\x98\x94',
Fanikel22,b'@TelkomCare sinyal telkomsel kenapa agak loading ya akhir2 ini padahal 4G:(',
lalamila09,"b'@Telkomsel Hanya dengan kekuatan sinyal Telkomsel, aku bisa mengikuti kuliah online tanpa gangguan sinyal yg senggol bacok, gak perlu lagi ribet karena keluar masuk zoom, gak perlu lagi pusing karena zoom tiba-tiba delay, karena hanya dengan kekuatan sinyal Telkomsel aku bebas ngapain aja'",
AdiRistanto7,"b'Hmm, kenapa sinyal @Telkomsel di sini gak stabil...padahal sudah 4g tolong di tambah bandwithnya hehehe'",
NWRRZZ,"b""I think there's something wrong with my kosan, tiap abis dari luar pasti sinyal telkomsel langsung ilang, nggak bisa dipake buat internet padahal tadi di luar kenceng \xf0\x9f\x98\xb7""",
fiafifaa,b'Ini jaringan telkomsel emang lagi jelek bgt atau emang punya aku aja si yg lg jelek gini sinyalnya \xf0\x9f\xa5\xb2',
rivanisasi,b'Kalau mati lampu doang gak terlalu masalah. Bisa pakai lampu emergency. Yang jadi masalah sinyal telkomsel hilang kalau mati lampu. Anjing banget',
doddyharizky,b'@Telkomsel selamat siang ini kenapa jaringan telkomsel saya 4G tapi internet saya ga bisa yaa? Udh berjam jam ini',
ADIcted19,"b'@hermawan_devina itu msh gak terlalu masalah \n Masalahnya di sinyal \n Telkomsel di kantor sy gedung Lt. 15 TB. Simatupang Jaksel susah sinyal, susah bgt \n \n Aneh lagi, kalo lg di rmh ibu sy\n Kalo masuk rumah/kamar, sinyalnya ilang2an \n \n Emosi kadang sm si merah ini'",
cwm_cakra,b'Semua koneksi terkendala karna jaringan @Telkomsel',
AdeNurohman16,b'@januarzx padahal sinyal telkomsel mas\xf0\x9f\xa4\xa3',
Riza_Ganjar_15,b'@Telkomsel ini jaringan telkomsel gangguan atau whatsapp dan IG down ????\n Wifi down juga',
littleredbeani,b'sinyal telkomsel gue unstable gini gara2 gue ditolak telkom lagi apa ya wkwkwkwkkw',
RidwanPujaP,b'@telkomsel @kartuhalo parah sinyal telkomsel kartu hallo bayar mahal sinyal jelek bgt ga ada budget yaa buat upgrade BTS tolong perbaiki di puri cipageran cimahi',
paprey0,"b'Kantor wilayah telkomsel di pekanbaru kebakaran, termasuk ruang server jaringan. Jadi jaringan telkomsel akan terganggu di wilayah sumatra dan sebagian jawa mungkin dalam jangka waktu lama. https://t.co/jiE4NAwMDo'",
truzlover,b'@BioskoponlineID Kok ga ada aplikasinya sih Min.... Rasa gaenak nonton di browser. Bs didownload dulu ga kaya app lain? Masalahnya jaringan @Telkomsel bapuk nih buffer terus',
ayakaddict,b'sinyal telkomsel makin jelek aja',
sy41fullah,"b'@Telkomsel Woee kambing. Jaringan Telkomsel di maluku, Kabupaten seram bagian timur, Sangat-sangat jelek, jelek sekali. Padahal disini nga ada operator lain, selain bangsat tlkmasel. Mau untung aja!!Tolong perbaiki jaringannya fangke. Boro2 96GB. 1GB Sja nga sampai habis.jaringannya jelek!!'",
salsabillaaans,b'IYA ANJRIIIIT KNP DI AKU CUMA SINYAL TELKOMSEL YG BAGUS\xf0\x9f\x98\x94',
husnaso,b'Sinyal @Telkomsel kenapa Edge terus sih belakangan ini di daerah saya \xf0\x9f\x98\xa0\xf0\x9f\x98\xa0\xf0\x9f\x98\xa0 tolong dicek dong ada kendala apa sebenarnya?! Bikin emosi tau \xf0\x9f\x98\xa0 pas lagi penting tiba2 sinyal jadi E \xf0\x9f\x98\xa0\xf0\x9f\x98\xa0',
TOMSWIJAYA,b'@IndiHome Yahh min lagi enak enaknya mabar. Sampe ke sinyal @Telkomsel  juga down',
